date_time,Amount_received
2023-06-10,9.4
2023-06-11,5.7299999999999995
2023-06-12,5.34
2023-06-13,5.853333333333334
2023-06-14,6.2075
2023-06-15,7.53
2023-06-16,2.9866666666666664
2023-06-17,5.550000000000001
2023-06-18,6.5200000000000005
2023-06-19,0.9833333333333333
2023-06-20,3.5675
2023-06-21,8.835
2023-06-22,3.4850000000000003
2023-06-23,4.265
2023-06-24,3.8433333333333333
2023-06-25,7.375
2023-06-26,5.1850000000000005
2023-06-28,7.359999999999999
2023-06-29,6.413333333333333
2023-06-30,7.41
2023-07-01,3.52
2023-07-02,8.445
2023-07-03,3.3000000000000003
2023-07-04,5.05
2023-07-05,4.915
2023-07-06,7.82
2023-07-08,5.725
2023-07-09,4.708333333333333
2023-07-10,4.257499999999999
2023-07-11,3.6425
2023-07-12,5.125
2023-07-13,4.07
2023-07-14,8.08
2023-07-15,7.77
2023-07-16,1.98
2023-07-17,0.62
2023-07-18,4.79
2023-07-19,6.12
2023-07-20,3.27
2023-07-21,5.8149999999999995
2023-07-22,5.0725
2023-07-23,3.572
2023-07-24,5.018
2023-07-25,4.5
2023-07-26,5.89
2023-07-27,5.890000000000001
2023-07-28,4.901666666666666
2023-07-29,6.77
2023-07-30,3.04
2023-07-31,5.2225
2023-08-01,6.23
2023-08-02,5.425
2023-08-03,2.655
2023-08-04,6.14
2023-08-05,5.41
2023-08-07,5.63
2023-08-08,1.4249999999999998
2023-08-09,7.11
2023-08-10,3.08
2023-08-11,4.673333333333333
2023-08-12,4.7
2023-08-13,2.63
2023-08-14,6.625
2023-08-15,7.715
2023-08-16,5.026666666666666
2023-08-17,5.501666666666668
2023-08-18,4.644285714285714
2023-08-19,4.018571428571429
2023-08-20,0.87
2023-08-21,5.433333333333334
2023-08-22,5.470000000000001
2023-08-24,3.8816666666666664
2023-08-25,7.3933333333333335
2023-08-26,6.64
2023-08-27,5.045
2023-08-28,3.935
2023-08-29,6.805
2023-08-30,4.58
2023-08-31,6.156666666666666
2023-09-01,0.5
2023-09-02,4.348
2023-09-03,5.4475
2023-09-04,5.838
2023-09-05,6.76
2023-09-06,8.370000000000001
2023-09-07,7.5
2023-09-09,9.77
2023-09-10,5.49
2023-09-11,3.7620000000000005
2023-09-12,8.309999999999999
2023-09-13,4.82
2023-09-14,4.17
2023-09-15,1.645
2023-09-16,5.776666666666666
2023-09-17,5.579999999999999
2023-09-18,5.705
2023-09-19,7.3
2023-09-20,7.73
2023-09-22,6.359999999999999
2023-09-23,4.48
2023-09-24,6.575
2023-09-25,4.630000000000001
2023-09-26,4.24
2023-09-27,5.803333333333334
2023-09-29,5.0125
2023-09-30,4.257142857142857
2023-10-01,8.92
2023-10-03,5.5
2023-10-04,4.962
2023-10-05,3.573333333333333
2023-10-07,2.545
2023-10-09,5.1975
2023-10-10,6.91
2023-10-12,6.495
2023-10-13,2.36
2023-10-14,2.9033333333333338
2023-10-15,7.473333333333334
2023-10-16,6.78
2023-10-17,5.890000000000001
2023-10-18,2.3225000000000002
2023-10-19,7.06
2023-10-20,6.135
2023-10-21,4.703333333333333
2023-10-22,6.2219999999999995
2023-10-23,5.69
2023-10-24,4.19
2023-10-25,5.616666666666667
2023-10-26,7.98
2023-10-28,5.785
2023-10-29,7.82
2023-10-30,3.7525
2023-10-31,3.365
2023-11-02,2.4899999999999998
2023-11-03,6.859999999999999
2023-11-04,7.34
2023-11-05,2.1125
2023-11-06,5.054
2023-11-07,3.4625
2023-11-08,3.453333333333333
2023-11-09,1.02
2023-11-10,5.21
2023-11-11,2.6999999999999997
2023-11-12,4.108
2023-11-13,8.233333333333333
2023-11-14,3.63
2023-11-15,4.766666666666667
2023-11-16,6.951666666666667
2023-11-17,6.11
2023-11-18,6.006666666666667
2023-11-19,9.83
2023-11-20,2.34
2023-11-21,6.1675
2023-11-23,1.4899999999999998
2023-11-24,1.6400000000000001
2023-11-25,6.805
2023-11-26,7.168000000000001
2023-11-27,2.375
2023-11-28,6.016666666666666
2023-11-29,5.388571428571429
2023-11-30,4.866666666666666
2023-12-01,5.79
2023-12-02,4.416666666666667
2023-12-03,2.05
2023-12-04,4.276666666666666
2023-12-05,4.916666666666667
2023-12-06,9.89
2023-12-07,5.962
2023-12-08,3.9066666666666667
2023-12-09,5.036666666666666
2023-12-10,7.079999999999999
2023-12-11,5.50875
2023-12-12,6.155
2023-12-13,2.6
2023-12-14,3.6
2023-12-15,4.62
2023-12-16,1.62
2023-12-17,7.9
2023-12-18,4.2924999999999995
2023-12-19,5.456666666666667
2023-12-20,4.75
2023-12-21,5.52
2023-12-22,1.29
2023-12-23,9.295
2023-12-25,5.086666666666667
2023-12-26,4.583333333333333
2023-12-28,4.786666666666666
2023-12-29,7.36
2023-12-31,3.36
2024-01-01,6.705
